file_name,art_status,code,name,category,rarity,tiered,hidden,trigger_event,earn_rule,notes
74-voice-of-the-people.png,ready,voice-of-the-people,Voice of the People I/II/III,Voting,tiered,yes,,on_duel_vote_cast,Votes cast >= 25/100/500 (tier),
75-daily-voter.png,ready,daily-voter,Daily Voter,Voting,Uncommon,,,on_duel_vote_cast,Voted N days in a row,
76-sharp-eye.png,ready,sharp-eye,Sharp Eye,Voting,Rare,,,on_duel_completed,Votes match the winner at a high rate (voter_stats),
77-kingmaker.png,ready,kingmaker,Kingmaker,Voting,Rare,,,on_duel_completed,Your vote decided a razor-thin duel,
78-fair-witness.png,ready,fair-witness,Fair Witness,Voting,Uncommon,,,on_duel_vote_cast,Voted across many divisions/categories,
79-trusted-voter.png,ready,trusted-voter,Trusted Voter,Voting,Epic,,,on_duel_completed,Sustained elite Sharp-Eye accuracy,
81-dojo-pride.png,pending,dojo-pride,Dojo Pride,Community,Uncommon,,,on_school_milestone,Your school hits a collective milestone,
82-teammate.png,ready,teammate,Teammate,Community,Common,,,on_result_finalized,Competed in the same round as a schoolmate,
83-encourager.png,ready,encourager,Encourager,Community,Uncommon,,,on_cheer_sent,Sent guardian-approved cheers to dojo-mates,
84-perfect-score.png,ready,perfect-score,Perfect Score,Legendary,Legendary,,,on_result_finalized,A perfect / near-perfect judge score,
85-zen.png,ready,zen,Zen,Hidden,Epic,,yes,on_result_finalized,"A flawless, composed performance (hidden)",
86-ghost.png,ready,ghost,Ghost,Hidden,Rare,,yes,special,A fun secret condition (hidden),
69-charter-member.png,ready,charter-member,Charter Member,Charter,Legendary,,,on_onboarding_complete,Competed in the very first season (limited),
70-trailblazer.png,ready,trailblazer,Trailblazer,Charter,Legendary,,,on_onboarding_complete,Among the first N competitors ever (limited),
season-champion-s1.png,ready,season-champion-s1,Season Champion S1 (Sapphire),Championship,Legendary,,,on_season_rollup,Awarded to season S1 overall champion; dragon medallion colored to the Sapphire gem,letter with letter_champion.py S{s[1:]}
season-champion-s2.png,ready,season-champion-s2,Season Champion S2 (Amethyst),Championship,Legendary,,,on_season_rollup,Awarded to season S2 overall champion; dragon medallion colored to the Amethyst gem,letter with letter_champion.py S{s[1:]}
season-champion-s3.png,ready,season-champion-s3,Season Champion S3 (Ruby),Championship,Legendary,,,on_season_rollup,Awarded to season S3 overall champion; dragon medallion colored to the Ruby gem,letter with letter_champion.py S{s[1:]}
season-champion-s4.png,ready,season-champion-s4,Season Champion S4 (Emerald),Championship,Legendary,,,on_season_rollup,Awarded to season S4 overall champion; dragon medallion colored to the Emerald gem,letter with letter_champion.py S{s[1:]}
season-champion-s5.png,ready,season-champion-s5,Season Champion S5 (Coral),Championship,Legendary,,,on_season_rollup,Awarded to season S5 overall champion; dragon medallion colored to the Coral gem,letter with letter_champion.py S{s[1:]}
season-champion-s6.png,ready,season-champion-s6,Season Champion S6 (Onyx),Championship,Legendary,,,on_season_rollup,Awarded to season S6 overall champion; dragon medallion colored to the Onyx gem,letter with letter_champion.py S{s[1:]}
season-champion-s7.png,ready,season-champion-s7,Season Champion S7 (Rose),Championship,Legendary,,,on_season_rollup,Awarded to season S7 overall champion; dragon medallion colored to the Rose gem,letter with letter_champion.py S{s[1:]}
season-champion-s8.png,ready,season-champion-s8,Season Champion S8 (Turquoise),Championship,Legendary,,,on_season_rollup,Awarded to season S8 overall champion; dragon medallion colored to the Turquoise gem,letter with letter_champion.py S{s[1:]}
season-champion-s9.png,ready,season-champion-s9,Season Champion S9 (Peridot),Championship,Legendary,,,on_season_rollup,Awarded to season S9 overall champion; dragon medallion colored to the Peridot gem,letter with letter_champion.py S{s[1:]}
season-champion-s10.png,ready,season-champion-s10,Season Champion S10 (Platinum),Championship,Legendary,,,on_season_rollup,Awarded to season S10 overall champion; dragon medallion colored to the Platinum gem,letter with letter_champion.py S{s[1:]}
87-mentor.png,pending,mentor,Mentor,Community,Rare,,,on_cheer_sent,A senior belt sends approved encouragement to N newer students,NEW - proposed
88-anniversary.png,ready,anniversary,Anniversary,Community,Uncommon,,,on_scheduled,One year since joining the platform,NEW - proposed
89-well-rounded.png,ready,well-rounded,Well-Rounded,Events,Rare,,,on_season_rollup,Competed in every event category in one season,NEW - proposed
90-globetrotter.png,ready,globetrotter,Globetrotter,Community,Rare,,,on_result_finalized,Competed alongside competitors from many different schools,NEW - proposed
